season,player_id,player_name,dropbacks,total_pass_epa,epa_per_dropback,epa_per_sack,sack_epa_total,sacks_taken,epa_per_turnover,total_turnover_epa,total_turnovers,total_plays_deep,total_plays_medium,total_plays_short,total_epa_deep,total_epa_medium,total_epa_short,epa_per_play_deep,epa_per_play_medium,epa_per_play_short,total_plays_left,total_plays_middle,total_plays_right,total_epa_left,total_epa_middle,total_epa_right,epa_per_play_left,epa_per_play_middle,epa_per_play_right,total_plays_short_right,total_plays_deep_right,total_plays_deep_left,total_plays_deep_middle,total_plays_medium_left,total_plays_medium_middle,total_plays_medium_right,total_plays_short_left,total_plays_short_middle,total_epa_short_right,total_epa_deep_right,total_epa_deep_left,total_epa_deep_middle,total_epa_medium_left,total_epa_medium_middle,total_epa_medium_right,total_epa_short_left,total_epa_short_middle,epa_per_play_short_right,epa_per_play_deep_right,epa_per_play_deep_left,epa_per_play_deep_middle,epa_per_play_medium_left,epa_per_play_medium_middle,epa_per_play_medium_right,epa_per_play_short_left,epa_per_play_short_middle,dropbacks_cpoe,total_cpoe,cpoe,cpoe_attempts_deep,cpoe_attempts_medium,cpoe_attempts_short,cpoe_deep,cpoe_medium,cpoe_short,cpoe_attempts_left,cpoe_attempts_middle,cpoe_attempts_right,cpoe_left,cpoe_middle,cpoe_right,total_plays_cpoe_short_right,total_plays_cpoe_deep_right,total_plays_cpoe_deep_left,total_plays_cpoe_deep_middle,total_plays_cpoe_medium_left,total_plays_cpoe_medium_middle,total_plays_cpoe_medium_right,total_plays_cpoe_short_left,total_plays_cpoe_short_middle,cpoe_short_right,cpoe_deep_right,cpoe_deep_left,cpoe_deep_middle,cpoe_medium_left,cpoe_medium_middle,cpoe_medium_right,cpoe_short_left,cpoe_short_middle,air_yards_total,air_yards_targets,adot,air_yards_total_deep,air_yards_total_medium,air_yards_total_short,air_yards_targets_deep,air_yards_targets_medium,air_yards_targets_short,adot_deep,adot_medium,adot_short,air_yards_targets_left,air_yards_targets_middle,air_yards_targets_right,adot_left,adot_middle,adot_right,air_yards_total_left,air_yards_total_middle,air_yards_total_right,air_yards_targets_short_right,air_yards_targets_deep_right,air_yards_targets_deep_left,air_yards_targets_deep_middle,air_yards_targets_medium_left,air_yards_targets_medium_middle,air_yards_targets_medium_right,air_yards_targets_short_left,air_yards_targets_short_middle,adot_short_right,adot_deep_right,adot_deep_left,adot_deep_middle,adot_medium_left,adot_medium_middle,adot_medium_right,adot_short_left,adot_short_middle,air_yards_total_short_right,air_yards_total_deep_right,air_yards_total_deep_left,air_yards_total_deep_middle,air_yards_total_medium_left,air_yards_total_medium_middle,air_yards_total_medium_right,air_yards_total_short_left,air_yards_total_short_middle
2017,00-0026143,M.Ryan,596,106.06,0.178,-1.802,-43.256,24,-4.8909063,-63.58178,13,167,149,210,36.56129,48.21238,30.094555,0.21892989,0.32357302,0.1433074,204,125,197,25.337416,42.92608,46.604733,0.12420302,0.34340864,0.23657225,94,44,70,53,53,37,59,81,35,30.628023,3.924093,4.6656704,27.971527,23.447048,12.712716,12.052617,-2.775302,2.2418344,0.32583004,0.089183934,0.06665243,0.5277647,0.44239715,0.34358692,0.20428164,-0.034262985,0.06405241,516,1531.5156,2.9680536,162,148,206,2.2326317,6.366356,1.104896,199,125,192,0.039215177,6.9834776,3.3894644,91,42,67,53,52,37,59,80,35,4.4299603,-0.95456785,-3.4773455,11.976611,10.994714,2.236568,4.8769937,-4.136739,4.440608,4719,526,8.97148289,3475,1021,223,167,149,210,20.808384,6.852349,1.0619048,199,125,192,9.326633,10.416,7.4375,1856,1302,1428,94,44,70,53,53,37,59,81,35,1.3510638,21.636364,22.028572,18.509434,7.207547,6.972973,6.4576273,0.4074074,1.8,127,952,1542,981,382,258,381,33,63
2017,00-0026158,J.Flacco,602,-41.542,-0.069,-1.645,-44.412,27,-5.0009117,-70.012764,14,129,135,282,9.31922,15.638522,-37.86654,0.072242014,0.115840904,-0.1342785,108,211,227,-1.5875968,1.9881107,-13.309312,-0.01469997,0.009422326,-0.05863133,125,61,31,37,27,67,41,50,107,-15.517351,-2.9097307,4.6974363,7.5315137,4.7806187,5.7401342,5.1177692,-11.065652,-11.283537,-0.12413881,-0.047700502,0.1515302,0.20355442,0.17705995,0.085673645,0.12482364,-0.22131304,-0.10545362,543,-659.9042,-1.2152932,129,134,280,-4.334849,-3.7771108,1.4479434,107,211,225,1.4750134,0.91740406,-4.4946795,124,61,31,37,27,67,40,49,107,1.6529205,-12.60598,0.99734914,4.8338237,-1.5592568,-0.24974185,-11.182505,3.449154,0.29395786,3679,546,6.738095238,2588,930,161,129,135,282,20.062016,6.888889,0.57092196,107,211,225,8.28972,5.890995,6.866667,887,1243,1545,125,61,31,37,27,67,41,50,107,0.08,20.459017,22.774193,17.135136,6.6296296,6.7462687,7.292683,-0.12,1.4672897,10,1248,706,634,179,452,299,-6,157
2017,00-0026197,C.Henne,2,-2.142,-1.071,0,0,0,0,0,0,0,0,2,0,0,-2.1417475,0,0,-1.0708737,0,1,1,0,-1.4389359,-0.70281166,0,-1.4389359,-0.70281166,1,0,0,0,0,0,0,0,1,-0.70281166,0,0,0,0,0,0,0,-1.4389359,-0.70281166,0,0,0,0,0,0,0,-1.4389359,2,-99.668564,-49.834282,0,0,2,0,0,-49.834282,0,1,1,0,-22.150248,-77.51832,1,0,0,0,0,0,0,0,1,-77.51832,0,0,0,0,0,0,0,-22.150248,2,2,1,0,0,2,0,0,2,0,0,1,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2017,00-0026498,M.Stafford,675,57.038,0.085,-2.128,-100.035,47,-5.0149307,-90.26875,18,174,131,260,116.94108,47.637695,-35.509193,0.67207515,0.36364654,-0.13657382,204,130,231,35.641586,41.20087,52.22711,0.17471366,0.3169298,0.2260914,116,67,64,43,46,37,48,94,50,-7.1784005,53.25526,34.855038,28.830776,17.376925,24.110514,6.1502542,-16.590376,-11.740419,-0.061882764,0.79485464,0.54460996,0.6704832,0.37775922,0.6516355,0.1281303,-0.17649336,-0.23480839,560,353.1639,0.63064986,172,130,258,2.9533741,1.6769489,-1.445038,203,129,228,2.0604668,-3.7154684,1.8165989,115,66,64,42,46,37,47,93,50,-0.49519968,8.863275,3.9320614,-7.824946,5.3825192,2.2770562,-2.422205,-0.8706785,-4.697975,4543,565,8.040707965,3584,869,90,174,131,260,20.597702,6.633588,0.34615386,203,129,228,8.108375,8.7984495,7.5307016,1646,1135,1717,116,67,64,43,46,37,48,94,50,0.12068965,20.925373,20.859375,19.697674,6.673913,6.108108,7,0.031914894,1.46,14,1402,1335,847,307,226,336,3,73
2017,00-0026625,B.Hoyer,240,-21.739,-0.091,-1.93,-30.874,16,-5.583033,-27.915165,5,59,57,95,13.374477,5.496048,-17.949013,0.22668606,0.0964219,-0.18893698,86,45,80,-1.8568983,10.76134,-7.9829297,-0.02159184,0.2391409,-0.099786624,46,15,24,20,26,12,19,36,13,-11.927526,2.0149908,9.655523,1.7039627,-5.2334633,8.799905,1.9296061,-6.278959,0.25747252,-0.25929406,0.13433272,0.40231347,0.085198134,-0.20128705,0.7333254,0.101558216,-0.17441553,0.019805579,208,-1310.9553,-6.30267,58,55,95,-5.556062,-10.375267,-4.4006734,84,45,79,-7.1155953,-9.355963,-3.699076,46,15,23,20,25,12,18,36,13,-3.1018631,-7.4991903,5.216246,-16.486872,-23.823608,5.1669946,-2.0585246,-3.391485,-11.791139,1667,211,7.900473934,1225,370,72,59,57,95,20.762712,6.491228,0.75789475,84,45,79,8.083333,12.4,5.037975,679,558,398,46,15,24,20,26,12,19,36,13,0.26086956,18.733334,21.375,21.55,6.423077,7.6666665,5.8421054,0.6944444,2.6923077,12,281,513,431,167,92,111,25,35
2017,00-0027690,E.Decker,1,-0.835,-0.835,0,0,0,0,0,0,0,0,1,0,0,-0.83500266,0,0,-0.83500266,1,0,0,-0.83500266,0,0,-0.83500266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.83500266,0,0,0,0,0,0,0,0,-0.83500266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,00-0027796,J.Webb,7,-5.235,-0.748,0,0,0,-3.340631,-3.340631,1,5,0,2,-2.4498281,0,-2.785653,-0.48996562,0,-1.3928266,0,1,6,0,-0.60115796,-4.634323,0,-0.60115796,-0.7723872,2,4,0,1,0,0,0,0,0,-2.785653,-1.8486702,0,-0.60115796,0,0,0,0,0,-1.3928266,-0.46216756,0,-0.60115796,0,0,0,0,0,7,-177.09743,-25.299633,5,0,2,-26.428534,0,-22.477377,0,1,6,0,-34.518505,-23.763153,2,4,0,1,0,0,0,0,0,-22.477377,-24.406042,0,-34.518505,0,0,0,0,0,112,7,16,108,0,4,5,0,2,21.6,0,2,0,1,6,0,28,14,0,28,84,2,4,0,1,0,0,0,0,0,2,20,0,28,0,0,0,0,0,4,80,0,28,0,0,0,0,0
2017,00-0027854,S.Bradford,50,13.119,0.262,-1.286,-6.43,5,0,0,0,15,8,20,18.645712,-0.006771326,0.8061725,1.2430475,-0.000846416,0.040308625,12,11,20,7.905382,0.83484447,10.704887,0.6587818,0.07589495,0.53524435,10,8,4,3,2,4,2,6,4,-0.71054316,12.332212,3.5167184,2.796782,0.8676313,0.04237926,-0.9167819,3.5210323,-2.0043168,-0.07105432,1.5415266,0.8791796,0.9322607,0.43381566,0.010594815,-0.45839095,0.5868387,-0.5010792,43,467.23148,10.865849,15,8,20,22.884687,16.034117,-0.2155881,12,11,20,10.366233,15.66182,8.527834,10,8,4,3,2,4,2,6,4,-14.406158,33.15001,7.0885015,16.572075,25.440254,6.9935656,24.709082,7.5267143,23.647385,359,43,8.348837209,300,53,6,15,8,20,20,6.625,0.3,12,11,20,7.6666665,9.909091,7.9,92,109,158,10,8,4,3,2,4,2,6,4,-0.9,19.5,18,24,6.5,7.25,5.5,1.1666666,2,-9,156,72,72,13,29,11,7,8
2017,00-0027891,G.Tate,1,1.053,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,00-0027939,C.Newton,590,25.655,0.043,-1.555,-54.411,35,-4.41787,-70.68592,16,163,131,196,31.018408,6.0316978,15.288593,0.19029698,0.046043493,0.07800303,217,86,187,32.712105,11.208209,8.4183855,0.15074703,0.13032801,0.045018103,80,63,67,33,58,29,44,92,24,7.089281,1.359901,29.693663,-0.035156637,-1.5434062,7.605901,-0.030796468,4.5618477,3.637465,0.08861601,0.021585729,0.443189,-0.001065353,-0.026610453,0.26227245,-0.00069992,0.0495853,0.15156104,483,-1121.0527,-2.3210201,162,131,190,-3.5692296,-7.826082,2.5388384,215,85,183,-1.8857869,-4.4596624,-1.8390009,77,62,67,33,58,29,44,90,23,7.7365303,-11.100987,6.7386456,-10.346765,-12.01509,-2.9087145,-5.545199,-1.7784244,2.031506,4150,490,8.469387755,3223,951,-24,163,131,196,19.773006,7.259542,-0.12244898,215,85,183,7.9581394,10.905882,8.196721,1711,927,1500,80,63,67,33,58,29,44,92,24,-0.55,19.285715,19.865671,20.515152,6.965517,7.1034484,7.75,-0.26086956,1.8333334,-44,1215,1331,677,404,206,341,-24,44
2017,00-0027948,B.Gabbert,219,-45.026,-0.206,-1.874,-43.106,23,-5.117826,-40.942608,8,61,48,61,16.196072,-0.53868186,-27.236147,0.26550937,-0.011222539,-0.44649422,62,47,61,-5.822039,7.6025343,-13.359254,-0.093903854,0.16175605,-0.21900417,27,19,27,15,16,17,15,19,15,-14.803098,-1.5965081,8.506082,9.286499,-0.9172095,-2.6618245,3.0403523,-13.410912,0.9778608,-0.5482629,-0.08402675,0.31504005,0.6190999,-0.057325594,-0.15657791,0.20269015,-0.7058374,0.06519072,169,-1250.1652,-7.397427,61,48,60,-7.0947533,-7.6075916,-7.5370126,61,47,61,-10.186925,-3.0888822,-7.927628,27,19,27,15,16,17,15,18,15,-10.875553,-7.4104066,-8.977644,-3.305721,-11.1044655,-8.137961,-3.276508,-11.185253,2.8502467,1572,170,9.247058824,1178,343,51,61,48,61,19.311476,7.1458335,0.8360656,61,47,61,10.803279,9.595745,7.5409837,659,451,460,27,19,27,15,16,17,15,19,15,-0.25925925,18.947369,19.62963,19.2,7.1875,7.117647,7.133333,0.84210527,2.8,-7,360,530,288,115,121,107,16,42
2017,00-0027973,A.Dalton,572,-27.81,-0.049,-1.802,-70.28,39,-4.6667857,-84.002144,18,160,123,212,7.2958922,30.269886,-14.27635,0.045599326,0.24609664,-0.067341276,165,130,200,-14.259342,46.791138,-9.242367,-0.08642025,0.35993183,-0.046211835,91,64,53,43,43,35,45,69,52,-3.68197,-12.768866,-12.543103,32.607864,5.6627655,17.398651,7.2084694,-7.3790054,-3.2153757,-0.04046121,-0.19951352,-0.23666233,0.7583224,0.13169222,0.49710432,0.16018821,-0.10694211,-0.06183415,474,-797.5212,-1.6825341,154,116,204,-7.8917046,3.8084838,-0.11756267,157,130,187,-3.5538461,0.5245744,-1.6457864,87,58,53,43,39,35,42,65,52,3.2380097,-12.388114,-12.069141,3.3221521,1.84603,6.878494,3.0724208,0.14946885,-6.0654836,4064,495,8.21010101,3189,879,-4,160,123,212,19.93125,7.1463413,-0.018867925,157,130,187,8.33121,8,8.411765,1308,1040,1573,91,64,53,43,43,35,45,69,52,0.043956045,21.1875,20.132076,17.813953,7.0697675,7.1714287,7.2,-0.44927537,0.44230768,4,1356,1067,766,304,251,324,-31,23
2017,00-0027994,S.Vereen,1,-4.047,-4.047,0,0,0,-4.0465026,-4.0465026,1,1,0,0,-4.0465026,0,0,-4.0465026,0,0,0,0,1,0,0,-4.0465026,0,0,-4.0465026,0,1,0,0,0,0,0,0,0,0,-4.0465026,0,0,0,0,0,0,0,0,-4.0465026,0,0,0,0,0,0,0,1,-34.4815,-34.4815,1,0,0,-34.4815,0,0,0,0,1,0,0,-34.4815,0,1,0,0,0,0,0,0,0,0,-34.4815,0,0,0,0,0,0,0,17,1,17,17,0,0,1,0,0,17,0,0,0,0,1,0,0,17,0,0,17,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
2017,00-0028002,R.Cobb,1,0.607,0.607,0,0,0,0,0,0,0,0,1,0,0,0.6066525,0,0,0.6066525,0,0,1,0,0,0.6066525,0,0,0.6066525,1,0,0,0,0,0,0,0,0,0.6066525,0,0,0,0,0,0,0,0,0.6066525,0,0,0,0,0,0,0,0,1,13.162422,13.162422,0,0,1,0,0,13.162422,0,0,1,0,0,13.162422,1,0,0,0,0,0,0,0,0,13.162422,0,0,0,0,0,0,0,0,-5,1,-5,0,0,-5,0,0,1,0,0,-5,0,0,1,0,0,-5,0,0,-5,1,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
2017,00-0028012,R.Mallett,20,-1.441,-0.072,0,0,0,0,0,0,3,5,8,-2.270169,-1.9895909,3.5760117,-0.756723,-0.39791816,0.44700146,3,4,9,-3.4092107,-3.3775058,6.1029687,-1.1364036,-0.84437644,0.6781076,5,1,1,1,1,1,3,1,2,5.4202952,-0.79372436,-0.82578665,-0.650658,-1.8575959,-1.6083925,1.4763975,-0.7258281,-1.1184553,1.084059,-0.79372436,-0.82578665,-0.650658,-1.8575959,-1.6083925,0.4921325,-0.7258281,-0.55922765,16,-130.17503,-8.13594,3,5,8,-37.917744,-6.4782286,1.9961672,3,4,9,-20.697424,-69.54046,23.34212,5,1,1,1,1,1,3,1,2,30.257864,-34.04299,-29.114872,-50.59537,-55.1388,-70.08508,30.944246,22.1614,-78.74069,131,16,8.1875,82,36,13,3,5,8,27.333334,7.2,1.625,3,4,9,16,8.25,5.5555553,48,33,50,5,1,1,1,1,1,3,1,2,1.2,25,37,20,10,7,6.3333335,1,3,6,25,37,20,10,7,19,1,6
2017,00-0028090,T.Yates,123,-25.857,-0.21,-1.596,-20.746,13,-3.2138488,-16.069244,5,35,22,40,6.2024455,1.5965343,-18.893866,0.17721273,0.072569735,-0.47234663,33,15,49,9.305144,-7.508639,-12.89139,0.28197408,-0.5005759,-0.2630896,21,20,11,4,10,4,8,12,7,-9.957397,0.35641444,8.690465,-2.8444335,1.9306346,2.9563072,-3.2904077,-1.3159556,-7.6205125,-0.47416177,0.017820721,0.7900423,-0.7111084,0.19306347,0.7390768,-0.41130096,-0.10966297,-1.0886446,93,-964.554,-10.371549,35,20,38,-4.8512273,-11.132679,-15.05546,32,15,46,2.3640358,-25.05075,-14.444389,19,20,11,4,9,4,7,12,7,-9.645419,-3.7850025,9.846823,-50.60199,17.059849,7.3216677,-57.92556,-15.517045,-28.948568,991,97,10.21649485,815,150,26,35,22,40,23.285715,6.818182,0.65,32,15,46,11.0625,9.533334,10.391304,354,143,478,21,20,11,4,10,4,8,12,7,0.71428573,21,27,24.5,7.1,6.75,6.5,-0.5833333,2.5714285,15,420,297,98,71,27,52,-7,18
2017,00-0028118,T.Taylor,534,17.749,0.033,-1.595,-73.357,46,-4.4276276,-35.42102,8,124,131,165,49.487583,16.735634,3.0010161,0.39909342,0.12775293,0.018187977,155,89,176,21.648327,38.165936,9.409968,0.13966663,0.42883074,0.053465728,69,68,37,19,51,41,39,67,29,8.593316,11.574828,19.9029,18.009853,9.006633,18.487177,-10.758175,-7.2612057,1.6689062,0.12454081,0.17021807,0.53791624,0.947887,0.17660065,0.45090675,-0.27585062,-0.108376205,0.05754849,414,521.43243,1.2594986,123,128,163,0.9584336,0.42651665,2.1408036,154,89,171,5.5181284,7.8285975,-5.994763,67,67,37,19,50,41,37,67,29,-4.962622,-3.656146,9.162126,1.2552878,2.111497,9.6747875,-12.098568,6.0480337,9.525118,3599,420,8.569047619,2673,903,23,124,131,165,21.556452,6.89313,0.13939394,154,89,171,7.2727275,7.1235957,10.520468,1120,634,1799,69,68,37,19,51,41,39,67,29,0.24637681,22.720589,22.18919,16.157894,7,6.5609756,7.1025643,-0.7761194,2,17,1545,821,307,357,269,277,-52,58
2017,00-0028595,S.Tolzien,24,-27.758,-1.157,-1.489,-5.956,4,-6.082128,-18.246384,3,9,2,7,-10.063717,-5.106678,-6.5555525,-1.1181908,-2.553339,-0.9365075,8,2,8,-18.868038,-2.2165172,-0.64139223,-2.3585048,-1.1082586,-0.08017403,4,4,4,1,2,0,0,2,1,2.5886226,-3.2300148,-4.818076,-2.0156255,-5.106678,0,0,-8.943284,-0.20089172,0.64715564,-0.8075037,-1.204519,-2.0156255,-2.553339,0,0,-4.471642,-0.20089172,18,-187.12831,-10.396017,9,2,7,-13.102243,-15.677358,-5.4076276,8,2,8,-8.73237,-19.971655,-9.665755,4,4,4,1,2,0,0,2,1,1.0966282,-20.428139,6.2748156,-61.306908,-15.677358,0,0,-31.801752,21.363598,165,18,9.166666667,151,13,1,9,2,7,16.777779,6.5,0.14285715,8,2,8,10.625,8,8,85,16,64,4,4,4,1,2,0,0,2,1,-0.25,16.25,18,14,6.5,0,0,0,2,-1,65,72,14,13,0,0,0,2
2017,00-0028872,J.Hekker,3,-1.254,-0.418,0,0,0,0,0,0,1,1,1,-3.415001,4.4090333,-2.2480252,-3.415001,4.4090333,-2.2480252,1,0,2,4.4090333,0,-5.663026,4.4090333,0,-2.831513,1,1,0,0,1,0,0,0,0,-2.2480252,-3.415001,0,0,4.4090333,0,0,0,0,-2.2480252,-3.415001,0,0,4.4090333,0,0,0,0,3,43.876923,14.625641,1,1,1,-21.844704,40.10566,25.615967,1,0,2,40.10566,0,1.8856316,1,1,0,0,1,0,0,0,0,25.615967,-21.844704,0,0,40.10566,0,0,0,0,38,3,12.66666667,31,6,1,1,1,1,31,6,1,1,0,2,6,0,16,6,0,32,1,1,0,0,1,0,0,0,0,1,31,0,0,6,0,0,0,0,1,31,0,0,6,0,0,0,0
2017,00-0028954,R.Golden,1,4.971,4.971,0,0,0,0,0,0,1,0,0,4.970928,0,0,4.970928,0,0,0,0,1,0,0,4.970928,0,0,4.970928,0,1,0,0,0,0,0,0,0,0,4.970928,0,0,0,0,0,0,0,0,4.970928,0,0,0,0,0,0,0,1,67.89936,67.89936,1,0,0,67.89936,0,0,0,0,1,0,0,67.89936,0,1,0,0,0,0,0,0,0,0,67.89936,0,0,0,0,0,0,0,23,1,23,23,0,0,1,0,0,23,0,0,0,0,1,0,0,23,0,0,23,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
2017,00-0028986,C.Keenum,567,93.755,0.165,-1.817,-39.985,22,-4.089843,-40.89843,10,151,95,235,54.942425,32.588898,6.1354775,0.36385712,0.34304103,0.026108416,186,86,209,42.08224,18.052292,33.53227,0.2262486,0.20991038,0.16044147,106,61,62,28,32,21,42,92,37,-2.3492248,21.777609,15.0859,18.078915,13.151754,5.333259,14.103884,13.844585,-5.3598824,-0.022162499,0.35700998,0.24332097,0.64567554,0.41099232,0.25396472,0.33580676,0.15048462,-0.14486168,475,1702.3635,3.583923,148,94,233,2.887732,3.432244,4.0873313,186,86,203,8.332207,2.4929614,-0.3045399,104,58,62,28,32,21,41,92,37,-1.4427133,1.1231865,2.942036,6.4226174,10.199322,-1.2772918,0.5628238,11.315281,1.6590407,3641,481,7.56964657,2967,655,19,151,95,235,19.649006,6.894737,0.08085106,186,86,203,7.1666665,8.790698,7.3842363,1333,756,1499,106,61,62,28,32,21,42,92,37,0.3207547,20.032787,19.14516,19.928572,6.375,7.3809524,7.047619,-0.6304348,1.1621622,34,1222,1187,558,204,155,296,-58,43
2017,00-0029263,R.Wilson,703,45.588,0.065,-1.715,-73.728,43,-4.5988507,-68.98276,15,187,149,213,72.79479,40.079704,-17.59662,0.38927695,0.2689913,-0.082613245,217,128,204,24.491657,35.144707,35.64151,0.11286478,0.27456802,0.17471328,86,53,77,57,43,41,65,97,30,-12.668848,25.530077,21.485323,25.779388,17.582355,-0.28293502,22.780283,-14.576022,9.648251,-0.14731218,0.48169956,0.27903017,0.45226997,0.40889198,-0.006900854,0.3504659,-0.15026827,0.32160836,524,2420.282,4.618859,178,145,201,3.077564,3.846117,6.5412374,208,127,189,5.393638,-1.2267162,7.69417,80,48,73,57,43,41,61,92,29,4.6952157,6.9880424,5.4524517,-3.256993,3.9000766,-8.613933,12.182867,6.0450487,13.207824,5411,549,9.856102004,4289,1053,69,187,149,213,22.93583,7.067114,0.32394367,208,127,189,9.288462,13.307087,8.375662,1932,1690,1583,86,53,77,57,43,41,65,97,30,0.1627907,23.45283,22.38961,23.192982,7,7.4390244,6.876923,-0.082474224,2.1,14,1243,1724,1322,301,305,447,-8,63
2017,00-0029304,B.Nortman,2,3.546,1.773,0,0,0,0,0,0,0,1,0,0,4.4933925,0,0,4.4933925,0,0,1,0,0,4.4933925,0,0,4.4933925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.4933925,0,0,0,0,0,0,0,0,4.4933925,0,0,0,1,35.58699,35.58699,0,1,0,0,35.58699,0,0,1,0,0,35.58699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.58699,0,0,0,8,1,8,0,8,0,0,1,0,0,8,0,0,1,0,0,8,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0
2017,00-0029493,R.Quigley,1,-2.664,-2.664,0,0,0,0,0,0,0,0,1,0,0,-2.6640027,0,0,-2.6640027,0,0,1,0,0,-2.6640027,0,0,-2.6640027,1,0,0,0,0,0,0,0,0,-2.6640027,0,0,0,0,0,0,0,0,-2.6640027,0,0,0,0,0,0,0,0,1,-47.2287,-47.2287,0,0,1,0,0,-47.2287,0,0,1,0,0,-47.2287,1,0,0,0,0,0,0,0,0,-47.2287,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,1,0,0,-1,0,0,1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2017,00-0029567,N.Foles,112,-13.933,-0.124,-2.883,-14.413,5,-5.2036066,-15.61082,3,30,29,42,-0.5317633,-3.5380602,1.7176406,-0.017725443,-0.12200207,0.040896207,34,20,47,-0.4391654,-1.5801649,-0.33285254,-0.01291663,-0.079008244,-0.007081969,21,13,9,8,7,9,13,18,3,1.9962988,1.7273088,-0.9504025,-1.3086696,-0.14205599,0.66045606,-4.0564604,0.65329313,-0.9319514,0.095061846,0.1328699,-0.105600275,-0.1635837,-0.020293713,0.07338401,-0.3120354,0.03629406,-0.31065047,98,-314.5855,-3.2100563,28,29,41,-8.808825,-11.624999,6.5655255,34,19,45,-5.69639,-4.8137603,-0.6543738,21,11,9,8,7,9,13,18,2,7.7875905,5.6650743,-22.169334,-13.679865,-4.581221,-5.5282636,-19.63862,2.1064045,33.865932,825,101,8.168316832,570,221,34,30,29,42,19,7.62069,0.8095238,34,19,45,7.147059,11.157895,7.577778,243,212,341,21,13,9,8,7,9,13,18,3,0.8095238,19.307692,20.444445,16.875,7,7.7777777,7.8461537,0.5555556,2.3333333,17,251,184,135,49,70,102,10,7
2017,00-0029604,K.Cousins,624,25.583,0.041,-1.941,-79.571,41,-5.179035,-103.5807,20,158,144,237,76.798134,6.448984,-7.1943083,0.48606414,0.044784613,-0.030355731,171,147,221,40.25324,15.615483,20.184088,0.23539905,0.10622778,0.091330715,105,60,39,59,45,43,56,87,45,-9.432896,33.596424,15.417427,27.784285,5.068966,5.3594584,-3.9794393,19.766848,-17.52826,-0.089837104,0.5599404,0.39531866,0.4709201,0.11264369,0.124638565,-0.07106142,0.22720514,-0.38951686,534,447.92218,0.83880556,158,142,234,-0.12056718,1.8868253,0.85060924,170,146,218,6.1664257,-5.5223846,0.94448644,104,60,39,59,45,43,54,86,44,-0.8663134,7.307848,1.5303742,-8.766188,8.257661,0.9025746,-2.638449,7.174569,-7.451677,4153,539,7.705009276,3101,982,70,158,144,237,19.626583,6.8194447,0.29535866,170,146,218,6.5058823,9.465754,7.5596333,1106,1382,1648,105,60,39,59,45,43,56,87,45,-0.14285715,21.516666,20.97436,16.813559,6.4888887,7,6.946429,-0.04597701,1.9777777,-15,1291,818,992,292,301,389,-4,89
2017,00-0029632,M.Sanu,1,4.458,4.458,0,0,0,0,0,0,1,0,0,4.458068,0,0,4.458068,0,0,1,0,0,4.458068,0,0,4.458068,0,0,0,0,1,0,0,0,0,0,0,0,0,4.458068,0,0,0,0,0,0,0,0,4.458068,0,0,0,0,0,0,1,75.77772,75.77772,1,0,0,75.77772,0,0,1,0,0,75.77772,0,0,0,0,1,0,0,0,0,0,0,0,0,75.77772,0,0,0,0,0,0,51,1,51,51,0,0,1,0,0,51,0,0,1,0,0,51,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
